location-long,location-lat,date,is_foraging,nflh,chl,a_412,bb_412,pic,kd_490,rrs_412,sst
-86.11400702,26.56017598,2014-09-01,1,-0.0029249191284179,0.0355013310909271,0.0168001651763916,0.0053600072860717,0.0001719966530799,0.0267999991774559,0.015658002346754,32.189998626708984
-86.22767503,26.41362547,2014-09-02,1,0.0149250030517578,0.0382872782647609,0.0168001651763916,0.0050700008869171,8.599460124969482e-05,0.025399999693036,0.0149260014295578,32.35499954223633
-86.23529451,26.29878731,2014-09-03,1,0.0123751163482666,0.0331041552126407,0.0164000988006591,0.0052350014448165,0.0001399964094161,0.0252000000327825,0.0157160013914108,31.934999465942383
-86.22294026,26.18261803,2014-09-04,1,0.0295450687408447,0.0310345813632011,0.0160000324249267,0.0052350014448165,0.0001280009746551,0.0243999995291233,0.0161660015583038,31.604999542236328
-86.04246114,26.04837029,2014-09-05,1,0.0404250621795654,0.0336506627500057,0.0161001682281494,0.0050100088119506,8.399784564971924e-05,0.023599999025464,0.0154919996857643,31.779998779296875
-85.95084769,25.9742836,2014-09-06,1,0.0292050838470459,0.0288031119853258,0.0155000686645507,0.0050999969244003,9.399652481079102e-05,0.0233999993652105,0.0162019990384578,32.17499923706055
-86.00547938,25.87328285,2014-09-07,1,0.0314149856567382,0.0311818607151508,0.0159001350402832,0.0050150007009506,6.800144910812378e-05,0.023199999704957,0.0156640000641345,31.96500015258789
-86.03283632,25.81622373,2014-09-08,1,0.0512199401855468,0.0293605364859104,0.0155999660491943,0.0050200074911117,6.999820470809937e-05,0.0230000000447034,0.0159620009362697,32.099998474121094
-86.08279117,25.73504404,2014-09-09,1,0.0347299575805664,0.0314004905521869,0.0157001018524169,0.0049600005149841,6.400048732757568e-05,0.0230000000447034,0.0156120024621486,31.614999771118164
-86.14503332,25.67473791,2014-09-10,1,0.0180699825286865,0.0297683831304311,0.0157001018524169,0.0051449984312057,0.0001159980893135,0.0240000002086162,0.016109999269247,31.795000076293945
-86.3191673,25.61244842,2014-09-11,1,0.0404250621795654,0.0317986756563186,0.0164000988006591,0.0054450035095214,0.0001899972558021,0.0262000001966953,0.0162420012056827,30.764999389648438
-86.47920111,25.42283981,2014-09-12,1,0.0533449649810791,0.0245233941823244,0.0150001049041748,0.0052400082349777,0.0001499950885772,0.0233999993652105,0.0170180015265941,31.354999542236328
-86.82533045,25.10477402,2014-09-13,1,0.0345599651336669,0.0280751008540391,0.0160000324249267,0.0052500069141387,0.0001280009746551,0.023599999025464,0.0161060020327568,31.854999542236328
-87.23233708,24.73836228,2014-09-14,1,0.027674913406372,0.0281277596950531,0.0154001712799072,0.0049300044775009,5.399435758590698e-05,0.0221999995410442,0.0157800018787384,31.904998779296875
-87.71145583,24.5391845,2014-09-15,1,0.034985065460205,0.0320434123277664,0.0164999961853027,0.0051950067281723,0.0001119971275329,0.0241999998688697,0.0154800005257129,31.35999870300293
-88.12269467,24.68224078,2014-09-16,1,0.0587000846862793,0.0354617796838283,0.0167000293731689,0.0052649974822998,0.0001339986920356,0.025399999693036,0.0155780017375946,30.974998474121094
-87.73230766,24.68181073,2014-09-17,1,0.0322649478912353,0.0310548525303602,0.0164999961853027,0.0052549988031387,0.0001399964094161,0.0245999991893768,0.0156900025904178,30.92999839782715
-87.62238668,24.65035283,2014-09-18,1,0.0915949344635009,0.0299061611294746,0.0161001682281494,0.0052250027656555,0.000121995806694,0.0240000002086162,0.0159340016543865,31.295000076293945
-87.55011418,24.58790716,2014-09-19,1,0.0450150966644287,0.0281309485435485,0.0157999992370605,0.0051050037145614,8.999556303024292e-05,0.0230000000447034,0.0159680023789405,31.53999900817871
